clean_text,Sentiment
dont buy shuttle slownot worth moneyread,0
durable economic goodread,1
awesomeread,1
goodread,1
best ballread,1
goodread,1
goodread,1
awesomeread,1
goodread,1
excellent product better im accepted read,1
awesome productread,1
original productread,1
goodread,1
niceread,1
good productread,1
delivery fast awesomeread,1
good quality valuable priceread,1
super productread,1
great product beginnersintermediate player good quality really satisfiedread,1
good quality durabilityis last upto game playing doublesread,1
niceread,1
niceread,1
nicely packed welly delivered loved itall shuttle good conditionsread,1
shuttle much bad much good ok okread,1
goodread,1
good qualityread,1
good original productread,1
satisfyread,1
goodread,1
bad qualityread,0
poor even set play shuttle much worse productread,0
shuttle damage time playread,0
good qualityread,1
goodread,1
amazingread,1
good product quality alsoread,1
really disappointing shuttle last hard practice match instead practice match poorread,0
good product durability goodread,1
nice productread,1
slow good playing outside open courtread,1
betterread,1
goodread,1
goodread,1
superbread,1
nice productread,1
good qualityread,1
super producyread,1
goodread,1
superbread,1
niceread,1
awesome product yonexread,1
awesome productgenuineread,1
bad fast poorread,0
nice light playread,1
bad product shuttle low qualityread,0
good interest playersread,1
niceread,1
super product bought use product green slow good product door playingread,1
good quality pruduct good playread,1
good productread,1
super productread,1
good product thanks flipkartread,1
must buyread,1
good product good platform shopping good quality thank muchread,1
niceread,1
best qualityread,1
shuttle already damaged even playing bottom side shuttle crackedso buy shop check shuttle purchasingread,0
dont buy got used shuttlesread,0
goodread,1
love youread,1
gdread,1
go itread,1
nice productread,1
genuine product verified positively sunrise tnt best shuttle regular play cost effective due durabilityalso life shuttle depends less mishit shot better shuttle last longerread,1
great product usualread,1
long lasting best shuttlesmuch better expectedthanks flipkartread,1
best dealread,1
good healthtry itread,1
waste product fast shuttle vendor cheatedread,0
average read,1
superbread,1
niceread,1
quality good product expected play properly shuttle come week depends play duration may changeread,1
perfect read,1
good one timely deliveredread,1
good productread,1
excellent qualread,1
nice one must buydont play wet placesread,1
nice product great playread,1
great original product fastest delivery within daysread,1
goodread,1
product old one back side get corknot goodread,1
good productsread,1
cost increasing bad productread,1
good product quality perfectread,1
perfect plzz buy product read,1
goodread,1
expensiveread,0
good qualityread,1
poor qualityread,0
niceread,1
genuine productread,1
superread,1
goodread,1
poor qualityread,0
goodread,1
always goodread,1
broken quickly sometimesread,1
niceread,1
total disappointment match came tearread,0
good qualityread,1
quality cheap value money productread,0
wonderfulread,1
awesome purchase mind blowingread,1
super quality goodread,1
good productread,1
good productread,1
durable hate productread,0
goodread,1
goodread,1
niceread,1
good one used outside playing meet priceread,1
goodread,1
bad qualityread,0
nice productread,1
first shuttle didnt even last min one defective corkread,1
fast delivery within daysread,1
old stock delivered read,0
feel cheated time shuttle doesnt seem rotate easilyread,0
nice product dilevery slowread,1
quality good got broked day opinion worth itread,0
good productread,1
good productread,1
really goodread,1
good productread,1
perfect shuttleread,1
shuttle low quality getting good shuttleread,0
good oneread,1
goodread,1
bad productread,0
usefulread,1
little heavyor fastread,1
received product per descriptiongood sellerread,1
okread,1
excellent productread,1
dont hesitate superb quality junior professional starread,1
good qualityread,1
good oneread,1
super good oneread,1
thanksread,1
wellread,1
niceread,1
bad productread,0
awesome productread,1
light weight durableread,0
niceread,1
choiceif want best shuttle go itlong lasting nd professional smashersread,1
shuttle goodread,1
niceread,1
goodread,1
product cheap copy productread,0
bad qualityread,0
nice productread,1
bad quality poorread,0
original product verified siteread,1
product quality markread,1
shuttle brokenread,1
expected yonex mavis thanx flipkartread,1
great outdoor alsoread,1
excellentread,1
original productread,1
superbread,1
nic shuttle corkread,1
superread,1
local totally burstread,0
good quality productread,1
got seemed fake product shuttle sturdy compared people using mavis green cap disappointed purchaseread,0
badread,0
good productread,1
goodread,1
travel perfect height distance issue long lasting like one buy open store kind last matchesread,1
good qualityread,1
flight good using regularly perfect indoorno issuebest marketread,1
goodread,1
v goodread,1
thanks flipcart got original productread,1
usual nothing say quality product buy one pack every month highly recommended intermediate playersread,1
cant play daysread,1
nice shuttle read,1
greatread,1
good productread,1
supperread,1
nyc product thank much flipkartread,1
good quality productread,1
goodread,1
good quality product must tryread,1
normal coolread,0
one best shuttle bad properly attachedread,1
niceread,1
shuttle good price good compare marketread,1
nice productread,1
flipkart proudak good quality like itread,1
goodread,1
good qualityread,1
good product read,1
bad shuttleread,0
day mavis low qualitybrocken crok two matchesmost cork box useless bad product please improve quality oldread,0
niceread,1
goodflight low suitable beginnersread,1
nice product thanks flipkartread,1
nice productread,1
excellent product recived seller gret dilivery flipkartread,1
nycread,1
superb productread,1
good product correct speedread,1
superread,1
professional shuttleread,1
coke per originalcannt play day quality good read,0
goodread,1
got describedread,1
value moneyread,1
good enough nothing nothing lessread,1
super productread,1
niceread,1
best quality productsread,1
supr qualityread,1
goodread,1
good product read,1
goodread,1
good qualityread,1
good oneread,0
quality goodread,0
good productread,1
blindly go indoor outdoorread,1
really nice product meread,1
awesomeread,1
goodread,1
superb qualityread,1
bottom sole hardread,1
dont get perfectread,1
badread,0
better yonex mavis iread,1
good productread,1
bestread,1
good shuttle foreverread,1
good got market priceread,1
excellent qualityread,1
original productread,1
yonex yonex comparison good service timely deliveredread,1
good quality productread,1
okread,1
gap fork featherread,0
one six shuttle damagedbottom part shuttle got separatedread,0
superread,1
ordered two box one good box shuttle didnt spin well go good experience purchase box onlineread,0
good qulit better emporve qulatieyread,1
delivery good product excellentread,1
nice productread,1
goodread,1
great perfect defectread,1
niceeeread,1
okread,1
good productread,1
shuttle ordered tag fine weight quality worse wasted two week using thoseread,0
original product received timeread,1
fabulous go itread,1
always great fun play sread,1
perfect orginal product deliveryread,1
unexpected price thanks flipkartread,1
recommendedread,1
weight little light expectedread,0
goodread,1
niceread,1
goodread,1
bestttread,1
niceread,1
simply superread,1
best priceread,1
good productread,1
good productread,1
bad producti think local madequality wood poorread,0
worthread,1
pretty good using month really durableread,1
nice long lastingread,1
super productread,1
goodread,1
give three star product damage carefulread,1
awesomeread,1
bought flipkart totally bought priceread,1
goodread,1
niceread,1
great need long durableread,1
thank youread,1
nice productread,1
good qualityread,1
per expectationsread,1
excellentread,1
nice productread,1
markread,1
excellent got bbdread,1
original productthanks flipkart read,1
goodread,1
good qualityread,1
niceread,1
bad shuttle damaged gameread,0
awesome productread,1
excellent packing time deliveeyread,1
nice productread,1
amazingread,1
runable lastingread,1
good oneread,1
slightly seepread,1
niceread,1
nicewith better strengthu pay practice ever u wantread,1
nice oneread,1
niceread,1
mast qualityread,1
bad productread,1
awesomeread,1
nice packaging quality productread,1
bottom bud plastic better buy another modelread,1
light weightread,1
verynice productread,1
super product read,1
always damagedread,0
good productread,1
shuttle really good intermediate player good durability strengthread,1
worst never used waste mavis cork rotating trust please sell decent one read,0
nice qualityread,1
mavis shuttle pricing best packaging minimal first time many order damaged one end one side open lid smashed dont know authenticity durability time know using shuttlesread,1
good qualityread,1
